ActivityID,CareType,HCWType,RoomType,Surface,Date,Time,Dev.Date.Time,type
3,Obs,AUX,SB,Other,08/03/2019,27/07/2020 11:44,08/03/2019 11:44,Mock
3,Obs,AUX,SB,Other,08/03/2019,27/07/2020 11:44,08/03/2019 11:44,Mock
3,Obs,AUX,SB,Door,08/03/2019,27/07/2020 11:44,08/03/2019 11:44,Mock
3,Obs,AUX,SB,Door,08/03/2019,27/07/2020 11:44,08/03/2019 11:44,Mock
3,Obs,AUX,SB,Alc,08/03/2019,27/07/2020 11:45,08/03/2019 11:45,Mock
3,Obs,AUX,SB,Wipes,08/03/2019,27/07/2020 11:45,08/03/2019 11:45,Mock
3,Obs,AUX,SB,Patient,08/03/2019,27/07/2020 11:45,08/03/2019 11:45,Mock
3,Obs,AUX,SB,Other,08/03/2019,27/07/2020 11:45,08/03/2019 11:45,Mock
3,Obs,AUX,SB,Other,08/03/2019,27/07/2020 11:45,08/03/2019 11:45,Mock
3,Obs,AUX,SB,Sink,08/03/2019,27/07/2020 11:45,08/03/2019 11:45,Mock
3,Obs,AUX,SB,PaperTowel,08/03/2019,27/07/2020 11:45,08/03/2019 11:45,Mock
3,Obs,AUX,SB,Alc,08/03/2019,27/07/2020 11:46,08/03/2019 11:46,Mock
3,Obs,AUX,SB,ObsTrolley,08/03/2019,27/07/2020 11:46,08/03/2019 11:46,Mock
3,Obs,AUX,SB,Door,08/03/2019,27/07/2020 11:46,08/03/2019 11:46,Mock
3,Obs,AUX,SB,Out,08/03/2019,27/07/2020 11:46,08/03/2019 11:46,Mock
4,Nebuliser,RN,SB,In,08/03/2019,27/07/2020 12:07,08/03/2019 12:07,Mock
4,Nebuliser,RN,SB,Door,08/03/2019,27/07/2020 12:07,08/03/2019 12:07,Mock
4,Nebuliser,RN,SB,Door,08/03/2019,27/07/2020 12:07,08/03/2019 12:07,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:07,08/03/2019 12:07,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:07,08/03/2019 12:07,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:07,08/03/2019 12:07,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:07,08/03/2019 12:07,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:07,08/03/2019 12:07,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:07,08/03/2019 12:07,Mock
4,Nebuliser,RN,SB,Door,08/03/2019,27/07/2020 12:07,08/03/2019 12:07,Mock
4,Nebuliser,RN,SB,Door,08/03/2019,27/07/2020 12:07,08/03/2019 12:07,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:08,08/03/2019 12:08,Mock
4,Nebuliser,RN,SB,Sharps,08/03/2019,27/07/2020 12:08,08/03/2019 12:08,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:08,08/03/2019 12:08,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:08,08/03/2019 12:08,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:08,08/03/2019 12:08,Mock
4,Nebuliser,RN,SB,Patient,08/03/2019,27/07/2020 12:08,08/03/2019 12:08,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:08,08/03/2019 12:08,Mock
4,Nebuliser,RN,SB,IV,08/03/2019,27/07/2020 12:09,08/03/2019 12:09,Mock
4,Nebuliser,RN,SB,IV,08/03/2019,27/07/2020 12:09,08/03/2019 12:09,Mock
4,Nebuliser,RN,SB,Table,08/03/2019,27/07/2020 12:09,08/03/2019 12:09,Mock
4,Nebuliser,RN,SB,Table,08/03/2019,27/07/2020 12:09,08/03/2019 12:09,Mock
4,Nebuliser,RN,SB,Door,08/03/2019,27/07/2020 12:10,08/03/2019 12:10,Mock
4,Nebuliser,RN,SB,Alc,08/03/2019,27/07/2020 12:10,08/03/2019 12:10,Mock
4,Nebuliser,RN,SB,Door,08/03/2019,27/07/2020 12:10,08/03/2019 12:10,Mock
4,Nebuliser,RN,SB,Door,08/03/2019,27/07/2020 12:11,08/03/2019 12:11,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:13,08/03/2019 12:13,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:13,08/03/2019 12:13,Mock
4,Nebuliser,RN,SB,Other,08/03/2019,27/07/2020 12:13,08/03/2019 12:13,Mock
4,Nebuliser,RN,SB,Door,08/03/2019,27/07/2020 12:13,08/03/2019 12:13,Mock
4,Nebuliser,RN,SB,Door,08/03/2019,27/07/2020 12:13,08/03/2019 12:13,Mock
4,Nebuliser,RN,SB,Out,08/03/2019,27/07/2020 12:13,08/03/2019 12:13,Mock
5,Rounds,DR,SB,AlcOutside,08/03/2019,27/07/2020 12:14,08/03/2019 12:14,Mock
5,Rounds,DR,SB,In,08/03/2019,27/07/2020 12:14,08/03/2019 12:14,Mock
5,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:14,08/03/2019 12:14,Mock
5,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:14,08/03/2019 12:14,Mock
5,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:15,08/03/2019 12:15,Mock
5,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:15,08/03/2019 12:15,Mock
5,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:15,08/03/2019 12:15,Mock
5,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:15,08/03/2019 12:15,Mock
5,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:15,08/03/2019 12:15,Mock
5,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:15,08/03/2019 12:15,Mock
5,Rounds,DR,SB,Bed,08/03/2019,27/07/2020 12:15,08/03/2019 12:15,Mock
5,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:15,08/03/2019 12:15,Mock
5,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:15,08/03/2019 12:15,Mock
5,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:15,08/03/2019 12:15,Mock
5,Rounds,DR,SB,Out,08/03/2019,27/07/2020 12:15,08/03/2019 12:15,Mock
6,Obs,AUX,SB,In,08/03/2019,27/07/2020 12:28,08/03/2019 12:28,Mock
6,Obs,AUX,SB,Door,08/03/2019,27/07/2020 12:28,08/03/2019 12:28,Mock
6,Obs,AUX,SB,Door,08/03/2019,27/07/2020 12:29,08/03/2019 12:29,Mock
6,Obs,AUX,SB,Door,08/03/2019,27/07/2020 12:29,08/03/2019 12:29,Mock
6,Obs,AUX,SB,ObsTrolley,08/03/2019,27/07/2020 12:29,08/03/2019 12:29,Mock
6,Obs,AUX,SB,ObsTrolley,08/03/2019,27/07/2020 12:29,08/03/2019 12:29,Mock
6,Obs,AUX,SB,Patient,08/03/2019,27/07/2020 12:29,08/03/2019 12:29,Mock
6,Obs,AUX,SB,Patient,08/03/2019,27/07/2020 12:29,08/03/2019 12:29,Mock
6,Obs,AUX,SB,ObsTrolley,08/03/2019,27/07/2020 12:29,08/03/2019 12:29,Mock
6,Obs,AUX,SB,ObsTrolley,08/03/2019,27/07/2020 12:29,08/03/2019 12:29,Mock
6,Obs,AUX,SB,Other,08/03/2019,27/07/2020 12:29,08/03/2019 12:29,Mock
6,Obs,AUX,SB,ObsTrolley,08/03/2019,27/07/2020 12:29,08/03/2019 12:29,Mock
6,Obs,AUX,SB,ObsTrolley,08/03/2019,27/07/2020 12:29,08/03/2019 12:29,Mock
6,Obs,AUX,SB,Patient,08/03/2019,27/07/2020 12:29,08/03/2019 12:29,Mock
6,Obs,AUX,SB,ObsTrolley,08/03/2019,27/07/2020 12:29,08/03/2019 12:29,Mock
6,Obs,AUX,SB,Patient,08/03/2019,27/07/2020 12:30,08/03/2019 12:30,Mock
6,Obs,AUX,SB,ObsTrolley,08/03/2019,27/07/2020 12:30,08/03/2019 12:30,Mock
6,Obs,AUX,SB,ObsTrolley,08/03/2019,27/07/2020 12:30,08/03/2019 12:30,Mock
6,Obs,AUX,SB,Patient,08/03/2019,27/07/2020 12:30,08/03/2019 12:30,Mock
6,Obs,AUX,SB,ObsTrolley,08/03/2019,27/07/2020 12:30,08/03/2019 12:30,Mock
6,Obs,AUX,SB,Alc,08/03/2019,27/07/2020 12:30,08/03/2019 12:30,Mock
6,Obs,AUX,SB,ObsTrolley,08/03/2019,27/07/2020 12:30,08/03/2019 12:30,Mock
6,Obs,AUX,SB,Door,08/03/2019,27/07/2020 12:30,08/03/2019 12:30,Mock
6,Obs,AUX,SB,Door,08/03/2019,27/07/2020 12:30,08/03/2019 12:30,Mock
6,Obs,AUX,SB,Out,08/03/2019,27/07/2020 12:30,08/03/2019 12:30,Mock
7,IV,RN,SB,In,08/03/2019,27/07/2020 12:32,08/03/2019 12:32,Mock
7,IV,RN,SB,Door,08/03/2019,27/07/2020 12:32,08/03/2019 12:32,Mock
7,IV,RN,SB,Door,08/03/2019,27/07/2020 12:32,08/03/2019 12:32,Mock
7,IV,RN,SB,Door,08/03/2019,27/07/2020 12:32,08/03/2019 12:32,Mock
7,IV,RN,SB,Patient,08/03/2019,27/07/2020 12:32,08/03/2019 12:32,Mock
7,IV,RN,SB,Tray,08/03/2019,27/07/2020 12:32,08/03/2019 12:32,Mock
7,IV,RN,SB,Tray,08/03/2019,27/07/2020 12:32,08/03/2019 12:32,Mock
7,IV,RN,SB,IV,08/03/2019,27/07/2020 12:32,08/03/2019 12:32,Mock
7,IV,RN,SB,Alc,08/03/2019,27/07/2020 12:33,08/03/2019 12:33,Mock
7,IV,RN,SB,Door,08/03/2019,27/07/2020 12:33,08/03/2019 12:33,Mock
7,IV,RN,SB,Door,08/03/2019,27/07/2020 12:33,08/03/2019 12:33,Mock
7,IV,RN,SB,Door,08/03/2019,27/07/2020 12:33,08/03/2019 12:33,Mock
7,IV,RN,SB,IV,08/03/2019,27/07/2020 12:34,08/03/2019 12:34,Mock
7,IV,RN,SB,Patient,08/03/2019,27/07/2020 12:34,08/03/2019 12:34,Mock
7,IV,RN,SB,IV,08/03/2019,27/07/2020 12:34,08/03/2019 12:34,Mock
7,IV,RN,SB,Tray,08/03/2019,27/07/2020 12:34,08/03/2019 12:34,Mock
7,IV,RN,SB,Tray,08/03/2019,27/07/2020 12:34,08/03/2019 12:34,Mock
7,IV,RN,SB,Other,08/03/2019,27/07/2020 12:34,08/03/2019 12:34,Mock
7,IV,RN,SB,Sink,08/03/2019,27/07/2020 12:34,08/03/2019 12:34,Mock
7,IV,RN,SB,Sink,08/03/2019,27/07/2020 12:34,08/03/2019 12:34,Mock
7,IV,RN,SB,PaperTowel,08/03/2019,27/07/2020 12:34,08/03/2019 12:34,Mock
7,IV,RN,SB,Door,08/03/2019,27/07/2020 12:34,08/03/2019 12:34,Mock
7,IV,RN,SB,Out,08/03/2019,27/07/2020 12:34,08/03/2019 12:34,Mock
8,Rounds,DR,SB,In,08/03/2019,27/07/2020 12:36,08/03/2019 12:36,Mock
8,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:36,08/03/2019 12:36,Mock
8,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:36,08/03/2019 12:36,Mock
8,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:36,08/03/2019 12:36,Mock
8,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:38,08/03/2019 12:38,Mock
8,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:38,08/03/2019 12:38,Mock
8,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:38,08/03/2019 12:38,Mock
8,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:38,08/03/2019 12:38,Mock
8,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:38,08/03/2019 12:38,Mock
8,Rounds,DR,SB,Other,08/03/2019,27/07/2020 12:39,08/03/2019 12:39,Mock
8,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:40,08/03/2019 12:40,Mock
8,Rounds,DR,SB,Out,08/03/2019,27/07/2020 12:40,08/03/2019 12:40,Mock
9,Rounds,DR,SB,In,08/03/2019,27/07/2020 12:41,08/03/2019 12:41,Mock
9,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:41,08/03/2019 12:41,Mock
9,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:41,08/03/2019 12:41,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:42,08/03/2019 12:42,Mock
9,Rounds,DR,SB,Alc,08/03/2019,27/07/2020 12:43,08/03/2019 12:43,Mock
9,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:43,08/03/2019 12:43,Mock
9,Rounds,DR,SB,Out,08/03/2019,27/07/2020 12:43,08/03/2019 12:43,Mock
10,Rounds,DR,SB,AlcOutside,08/03/2019,27/07/2020 12:44,08/03/2019 12:44,Mock
10,Rounds,DR,SB,In,08/03/2019,27/07/2020 12:44,08/03/2019 12:44,Mock
10,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:44,08/03/2019 12:44,Mock
10,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:44,08/03/2019 12:44,Mock
10,Rounds,DR,SB,IV,08/03/2019,27/07/2020 12:44,08/03/2019 12:44,Mock
10,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:45,08/03/2019 12:45,Mock
10,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:45,08/03/2019 12:45,Mock
10,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:45,08/03/2019 12:45,Mock
10,Rounds,DR,SB,Patient,08/03/2019,27/07/2020 12:45,08/03/2019 12:45,Mock
10,Rounds,DR,SB,Door,08/03/2019,27/07/2020 12:46,08/03/2019 12:46,Mock
10,Rounds,DR,SB,Out,08/03/2019,27/07/2020 12:46,08/03/2019 12:46,Mock
11,IV,RN,SB,In,08/03/2019,27/07/2020 12:48,08/03/2019 12:48,Mock
11,IV,RN,SB,Door,08/03/2019,27/07/2020 12:48,08/03/2019 12:48,Mock
11,IV,RN,SB,Door,08/03/2019,27/07/2020 12:48,08/03/2019 12:48,Mock
11,IV,RN,SB,Sink,08/03/2019,27/07/2020 12:48,08/03/2019 12:48,Mock
11,IV,RN,SB,Waste,08/03/2019,27/07/2020 12:48,08/03/2019 12:48,Mock
11,IV,RN,SB,Soap,08/03/2019,27/07/2020 12:48,08/03/2019 12:48,Mock
11,IV,RN,SB,Waste,08/03/2019,27/07/2020 12:48,08/03/2019 12:48,Mock
11,IV,RN,SB,IV,08/03/2019,27/07/2020 12:48,08/03/2019 12:48,Mock
11,IV,RN,SB,IV,08/03/2019,27/07/2020 12:48,08/03/2019 12:48,Mock
11,IV,RN,SB,IV,08/03/2019,27/07/2020 12:48,08/03/2019 12:48,Mock
11,IV,RN,SB,IV,08/03/2019,27/07/2020 12:48,08/03/2019 12:48,Mock
11,IV,RN,SB,IV,08/03/2019,27/07/2020 12:48,08/03/2019 12:48,Mock
11,IV,RN,SB,IV,08/03/2019,27/07/2020 12:48,08/03/2019 12:48,Mock
11,IV,RN,SB,Patient,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,Patient,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,IV,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,Patient,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,IV,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,IV,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,IV,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,Patient,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,IV,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,Patient,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,Sink,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,Soap,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,Sink,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,PaperTowel,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,Door,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
11,IV,RN,SB,Out,08/03/2019,27/07/2020 12:49,08/03/2019 12:49,Mock
12,IV,RN,SB,In,08/03/2019,27/07/2020 12:50,08/03/2019 12:50,Mock
12,IV,RN,SB,Door,08/03/2019,27/07/2020 12:50,08/03/2019 12:50,Mock
12,IV,RN,SB,Alc,08/03/2019,27/07/2020 12:50,08/03/2019 12:50,Mock
12,IV,RN,SB,Sink,08/03/2019,27/07/2020 12:50,08/03/2019 12:50,Mock
12,IV,RN,SB,Waste,08/03/2019,27/07/2020 12:50,08/03/2019 12:50,Mock
12,IV,RN,SB,IV,08/03/2019,27/07/2020 12:50,08/03/2019 12:50,Mock
12,IV,RN,SB,IV,08/03/2019,27/07/2020 12:50,08/03/2019 12:50,Mock
12,IV,RN,SB,IV,08/03/2019,27/07/2020 12:50,08/03/2019 12:50,Mock
12,IV,RN,SB,Patient,08/03/2019,27/07/2020 12:50,08/03/2019 12:50,Mock
12,IV,RN,SB,Patient,08/03/2019,27/07/2020 12:51,08/03/2019 12:51,Mock
12,IV,RN,SB,IV,08/03/2019,27/07/2020 12:51,08/03/2019 12:51,Mock
12,IV,RN,SB,Patient,08/03/2019,27/07/2020 12:51,08/03/2019 12:51,Mock
12,IV,RN,SB,Sink,08/03/2019,27/07/2020 12:51,08/03/2019 12:51,Mock
12,IV,RN,SB,Soap,08/03/2019,27/07/2020 12:51,08/03/2019 12:51,Mock
12,IV,RN,SB,PaperTowel,08/03/2019,27/07/2020 12:51,08/03/2019 12:51,Mock
12,IV,RN,SB,Door,08/03/2019,27/07/2020 12:51,08/03/2019 12:51,Mock
12,IV,RN,SB,Out,08/03/2019,27/07/2020 12:51,08/03/2019 12:51,Mock
13,Obs,RN,SB,In,08/03/2019,27/07/2020 12:52,08/03/2019 12:52,Mock
13,Obs,RN,SB,Door,08/03/2019,27/07/2020 12:52,08/03/2019 12:52,Mock
13,Obs,RN,SB,Door,08/03/2019,27/07/2020 12:52,08/03/2019 12:52,Mock
13,Obs,RN,SB,Alc,08/03/2019,27/07/2020 12:52,08/03/2019 12:52,Mock
